text,score
掀起,0.057114
掀起熱潮,0.1843931
捻匪,0
捨本逐末,-0.05
捨我其誰,0
捨卻,0
捨棄,-0.3
敝屣,0
救了,0.1471302
救人為先,0.078500675
救火,0.3039814
救世主,0.169320933
救出,0.040212
救平,0.39580655
救回,0.2289814
救回來,0.1859876
救死,0
救助,0.3960186
救我,-0.0289814
救災,0.1039814
救到,0.1156023
救命,0
救命,0
救度,0
救急,-0.4039814
救起,0.0781326
救國,0.0260797
救救,0
救救,0
救援,0.0710186
救援成功,0.28723885
救濟,0.0710186
救難,0.3307455
救護,0.0540722
教民,0
教委,0
教長,0
教唆,0
教唆,0
教唆偽證,-0.12446015
教唆證人,-0.01458265
教師,0
教徒,0
教訓,-0.0420372
教訓,0
教得爛,-0.0415127
教節,0
教義,0
教誨,0
教養,0.1697598
教導,0
教導,0.0289814
敗亡,0
敗仗,-0.45
敗仗,0
敗北,-0.45
敗因,0
敗投,-0.4684388
敗俗,-0.36391
敗家,-0.3669464
敗家女,-0.277964267
敗家子,-0.484497733
敗退,-0.7421575
敗陣,-0.45
敗絮,-0.45
敗給,-0.3949389
敗訴,-0.7
敗德,-0.2574016
敗戰,-0.70563875
敗績,-0.35
敗壞,-0.85
敗壞道德之事,-0.107614333
敗類,-0.4
啟人疑竇,-0.1609572
啟用,0.24782015
啟示,0
啟動,0.1039873
啟發,0.0669362
啟發想像力,0.2267014
啟程,0.05
啟程衛冕,0.075
啟疑,-0.375
啟導,0
啟錨,0
敏悟,0.297169
敏捷,0.297169
敏捷地,0.112564167
敏感,0
敏感,0
敏銳,0
敏銳,0.2681876
敏銳的感覺力,0.384357167
斜角,0
斜掛,0
斜視,0
斜進,0
斬首,-0.0184721
斬釘截鐵,0.025
斬獲,0.14782015
斬鑿,0
旋即,0.05
旋風,0.1112152
旋飛,0
旋過,0
晚娘,0
晚報,0
晨星,0
晨操,0
晨讀,0
望子成龍,0.1831126
望而興嘆,0.16541005
望其項背,0.00758235
望塵莫及,0
望塵莫及,0
望盡,0
梯隊,0
桿件,0
桿數,0
桶匠,0
梗阻,0
梗塞,-0.35
械鬥,-0.1534256
械鬥事件,-0.02942095
械殺,0
棄土,0
棄以堪,-0.312292533
棄甲,0
棄守,-0.2498545
棄拍,-0.4
棄狗,0
棄屍,0
棄國,-0.3449389
棄置,-0.45
棄義,-0.20388645
棄賽,-0.4
棄職潛逃,-0.38168885
棄權,-0.3297556
梭巡,0
條子,0
條件不同,-0.0992407
條紋,0
條碼,0
欲求大熾,0.11672545
欲哭無淚,-0.508979375
欲振乏力,-0.08814715
欲望,0
欲望,0
欲達成,0.1905738
欲嘔,-0.375
欲與,0.275
欲墜,-0.325
殺了,-0.3238884
殺人,-0.3969144
殺人放火,-0.3914852
殺人者,-0.261235533
殺人罪,-0.531276267
殺千刀,-0.5
殺子,-0.8098002
殺手,-0.46584225
殺出重圍,0.2583196
殺伐,-0.45
殺伐聲,-0.27594
殺死,-0.91256
殺低,-0.875
殺低,0
殺青,0
殺客,0
殺紅了眼,-0.2176283
殺害,-0.9
殺氣,-0.4324644
殺氣騰騰,-0.1591932
殺掉,-0.875
殺進,0.1052576
殺傷力,-0.3841962
殺傷力很大,-0.19229776
殺意,0
殺戮,-0.5
殺敵,0
殺機,-0.2573128
殺機已藏,-0.2536564
殺親,-0.1339745
殺頭,0
殺雞儆猴,-0.275
毫不,-0.2989395
毫不,-0.2989395
毫不含糊,0.16396045
毫不畏懼,0.31322
毫不重要,-0.018170725
毫不緊張,0.354758625
毫不諱言,0.15841275
毫不關心,-0.0983568
毫未著墨,-0.08825085
毫無,0
毫無,0
毫無止境,0.227888725
毫無止境地,0.23364008
毫無必要,-0.0323719
毫無瓜葛,-0.068215425
毫無生機,-0.103392275
毫無技巧,-0.101772025
毫無阻礙,0.230715425
毫無威脅,-0.102434825
毫無根據,-0.05682795
毫無意外,0.058495025
毫無意義,-0.13956175
毫無準備,-0.001688625
毫無道理,-0.276772025
毫無疑問,0.327926325
毫無影響,-0.068215425
毫無徵兆,-0.093215425
毫無辦法,-0.015684875
毫無幫助,-0.169284575
毫無隱諱,0.230715425
毫無懷疑,0.132130925
毫無證據,-0.065684875
毫髮,0
毫釐之差,-0.13423605
涼水,0
涼快,0.33288565
涼爽,0.1452444
涼爽的空氣,0.06166656
涼棚,0
涼菜,0
淳樸,0.1
淙淙,0
液化,0
淡化,0
淡化,0
淡而無味,-0.009646775
淡忘,-0.0760003
淡忘,0
淡然,0
淡漠,-0.2434388
淡薄,-0.3684388
淡薄,0
淌混水,-0.3962812
添一佳話,0.0479996
添了,0.1261116
添入,0
添上一筆,0.050716875
添加,0.0625365
添殊榮,0.210683667
添新,0.2399749
添補,0
添增助力,0.36587965
淺笑,0
淺薄,-0.4
淺薄,0
淺藍,0
淺顯,0
淺顯,0.05
清白,0.4590884
清白勝選,0.3900535
清秀,0.4142669
清和,0
清拆,0
清明,0.794507
清芬,0
清帝,0
清朗,0
清脆,0
清酒,0
清除,0
清除,0
清高,0.7398491
清掃,0
清清楚楚,0.4281769
清理,0.7781769
清理門戶,0.391619
清理債務,-0.40211445
清寒,-0.1531769
清晰,0.4281769
清越,0
清雅,0
清楚,0.4281769
清楚地,0.199902767
清楚易懂,0.340817325
清澈,0.4281769
清算,0
清算,0
清算清算,-0.2781769
清潔,0.7031769
清濁,0
清醒,0.3281769
清譽,0
清歡,0
清靈,0
淋浴,0
淋漓盡致,0.166307275
淑女,0
淑世,0
淹水,0
淹沒,-0.4
淹沒,0
混勻,0
混日,-0.3949389
混兄弟,-0.266666667
混吃混住,-0.535046725
混吃混喝,-0.382921125
混吃等死,-0.364830525
混江湖,-0.266666667
混沌,-0.45
混到,-0.3054163
混流氓,-0.359381567
混為一談,-0.147525825
混淆,-0.45
混淆不清,-0.20114525
混淆是非,-0.24746945
混淆國際視聽,-0.20996205
混淆黑白,-0.23454425
混球,-0.45
混蛋,-0.775
混亂,-0.85
混跡,0
混戰,-0.70563875
混戰場,-0.503759167
混濁,-0.45
混濁狀態,-0.275
混幫派,-0.2112976
混雜,-0.825
混雜不清,-0.38864525
淵源,0
淒涼,-0.0297556
淒惻,0
淒然,-0.0125365
淒慘,-0.475
涵蓋,0.05
涵藏,0
淚下,-0.7
淚水,0
淚如雨下,-0.3313645
淚流,-0.36407235
淚流滿面,-0.024821775
淚珠,-0.325
淚動,-0.4289873
淚動,0
淚眼,0
淚囊,0
淚灑,-0.275
淫污,-0.525
淫威,-0.1684388
淫亂,-0.55
淫樂,0
淫蕩,-0.35
淫蕩,0
淫蕩樣,-0.266666667
淫穢,-0.15
淫穢,0
淘米,0
淘汰,0
淘汰,0
淘汰出局,-0.0095967
淘汰率,-0.165213433
淘金,0.0830536
淘金獲利,0.291174175
淘氣,0.0675356
淪入,-0.05
淪為,-0.01710285
淪為乞丐,-0.133551425
淪為少數,-0.105762325
淪為廢墟,-0.196051425
淪陷,-0.425
淪喪,-0.4
淪喪,0
淪落,-0.5
深入,0.2644288
深入了解,0.31687545
深入討論,0.0502594
深入檢討,0
深入檢討,0
深仇大恨,-0.22001065
深切,0.5102282
深切注意,0.4028605
深化,0.3215428
深化發展,0.1942395
深以為憂,-0.048056425
深有疑慮,-0.12218625
深沈,0.0915248
深具,0.2644288
深具信心,0.4562706
深具影響力,0.2152538
深刻,0
深刻,0.2619283
深受,0
深受菸害,-0.1348234
深受鼓舞,0.1532026
深怕,-0.0105712
深知,0.5536229
深表同意,0.3579278
深表樂觀,0.4030408
深信,0.5946062
深思,0
深思,0
深思熟慮,0.367189575
深恨,-0.1605712
深重,0.4535962
深恐,-0.1105712
深恐,0
深耕,0
深情,0.5553034
深淵,-0.2144288
深深抓住,0.0748032
深陷,0
深惡痛絕,-0.379913325
深棕,0
深感不平,-0.294852475
深感不耐,-0.1787577
深感欣慰,0.3781117
深感訝異,-0.133999325
深感棘手,-0.239771075
深感懊悔,-0.2845977
深感遺憾,-0.1726922
深感懷疑,-0.1837767
深愛,0.7019395
深義,0
深遠,0
深遠,0
深遠影響,0.10596415
深廣,0.3144288
深慮,0.411559
深謀遠慮,0.12781645
深諳,0.2644288
淨化,0.107114
淨空,0
淨素,0
淬煉,0.05
焉有,0
焉知,0
焉能,0
爽口,0
爽快,0.43764125
爽約,-0.1580536
爽朗,0.175
牽扯,0
牽到,0
牽制,-0.01710285
牽涉,0.1
牽動,0.2039873
牽強,-0.1293683
牽強附會,-0.0308378
牽掛,-0.1
牽累,-0.275
牽累,0
牽連,-0.0449389
牽腸掛肚,-0.1
牽繫,0
猜忌,-0.375
猜測,0
猜測,0
猜想,0
猜想,0
猜疑,-0.475
猜疑,0
猜錯,0
猛打帶動,0.42483305
猛扔,-0.3921575
猛吃,-0.35799975
猛地,-0.47048025
猛地落下,-0.672740125
猛地關上,-0.0936638
猛吹口哨,0.43570435
猛批,-0.4471665
猛攻,-0.4105963
猛拉,-0.5671575
猛拋,-0.3921575
猛砍,-0.7421575
猛烈,-0.39947905
猛烈,0
猛烈抨擊,-0.449739525
猛烈的力量,-0.00447674
猛烈的抨擊,-0.34657018
猛追,0.4865793
猛推,-0.3724035
猛然,0
猛然,0
猛然一動,-0.21880455
猛然地,-0.2719625
猛然地一拉,-0.25477782
猛然飛出,0.1197045
猛跌,-0.3921575
猛進,0
猛奪,-0.379965
猛敲,0
猛撞,-0.6921575
猛撞,0
猛衝,-0.6152751
猛踢,-0.3921575
猛擊,-0.7921575
猛闖,-0.3921575
猛轟,-0.4921575
猖狂,-0.0690107
猖狂,0
猖獗,0
猖獗,0
猙獰,-0.1
猙獰,0
率先,0.24782015
率先響應,0.140436875
率同,0.37980615
率直,0.47472615
率直地,0.2309356
率真,0.57282015
率隊,0.14782015
率領,0.21883875
球友,0
球王,0.1
球功,0.0925984
球杯,0
球洞,0
球風,0
球速,0
球運鴻通,0.0586873
球團,0
球觸網重發,-0.01244144
理不直不壯,-0.08638848
理由,0
理由,0
理事,0
理性,0
理性,0
理所當然,0.368997875
理直氣壯,0.4472208
理智,0.745594
理想,0.5261116
理想化,0.388817067
理會,0
理會,0.5910439
理當,0.67545925
理解,0.6432105
理賠,0
理賠,0.4
理應,0.4330536
現世,-0.2304163
現世報,-0.147896533
現代化,0.067798467
現出愁容,-0.023477925
現生,0
現地,0
現存,0
現行,0.251757
現實,0
現實,0
現賣,0
現學,0
現曙光,0.247842467
瓶架,0
瓶頸,0
瓷片,0
瓷質,0
甜姐兒,0
甜美,0.55
甜甜蜜蜜,0.175
甜滋滋,0.15
甜菜,0
甜蜜,0.175
甜頭,0.3
甜點,0
產下,0
產生,0.1765802
產生不利影響,-0.032529133
產生反作用,-0.10715398
產生交集,0.0882901
產生歧異,-0.050402775
產生很多問題,-0.094516667
產生紋裂,-0.1367099
產生問題,-0.001937
產生弊端,-0.1062096
產生衝突,-0.04951895
產生諸多問題,-0.07785
產生懷疑,-6.25E-04
產乳量更高,0.16770084
產量多,0.2300026
產業升級,0.056071
產經,0
略少,-0.1944218
略加,0
略去不提,-0.321380275
略好於,0.369971467
略有差距,-0.07109325
略有起色,0.103802975
略有進展,0.30127795
略而未見,-0.136773425
略低,-0.475
略低於,-0.175152667
略居下風,0
略居下風,0
略差,-0.4
略高,0.3116722
略帶城府,0.025
略勝,0.25
略減,-0.27738575
略貶,-0.225
略嫌,-0.225
略嫌保守,-0.00887195
略嫌粗糙,-0.3125
略嫌誇張,-0.277623
略過,0
略誘,0.2501951
略增,0.0169464
畢生目標,0.086651575
畢竟,0
畢竟,0
畢竟都是,0.05
畢會,0
畢業,0
異口同聲,0.131780475
異乎,-0.19585785
異乎尋常,-0.086023425
異色,0
異行,-0.07021245
異狀,-0.22738575
異軍突起,0.083855575
異常,-0.15357475
異常狀況,-0.076787375
異常的人或物,-0.057481517
異常興奮,-0.270531025
異教,0
異想天開,-0.207479525
異樣,-0.27738575
異樣,0
異樣眼光,-0.072313775
異類,-0.22738575
異類,0
異議,-0.27738575
疏失,-0.55
疏忽,-0.225
疏於,-0.112271
疏理,0
疏通,0.0471302
疏散,0
疏漏,-0.475
疏遠,-0.1025005
疏導,0.15
疏濬,0
疏離,-0.525
疏離感,-0.162696267
痔瘡,-0.1
痊癒,0
痊癒、撫平,0.16991518
盛大,0.2578209
盛大歡迎,0.36641045
盛名,0.31770555
盛年,0.2173321
盛行,0.3694443
盛住,0
盛事,0
盛事,0.3068547
盛典,0
盛況,0.212271
盛品,0
盛怒,-0.1628427
盛開,0.3285042
盛會,0
盛會,0.4033149
盛讚,0.462271
眷戀,0.1425984
眾人仰望,0.19463445
眾人矚目,0.048439575
眾之矢地,-0.028652075
眾多,0
眾所期待,0.1561791
眾所週知,0.15510635
眾所熟知,0.21760635
眾所矚目,0.021896775
眾怒難犯,-0.5654296
眾軍,0
眾望所歸,0.18461845
眼下,0
眼中釘,-0.1369852
眼光放遠,0.03460085
眼尖,0
眼角,0
眼花,-0.1519833
眼花撩亂,-0.30099165
眼花據亂,-0.32599165
眼花繚亂,-0.32599165
眼紅,0
眼框,0
眼淚,-0.4194218
眼眶,0
眼睛狗到蛤仔肉,-0.199953743
眼睛瞎調,-0.00835185
眼熱,0
硫化,-0.007114
硫礦,0
祥和,0.55
祥雲,0
祥裝,0
票房保證,0.12382975
票款,0
票選產生,0.1237994
祭品,-0.181986
祭師,0
祭掃,0
祭儀,0
祭禮,0
移行,0
移居,0
移送,0.05
移送法辦,-0.00253055
移除,-0.09289055
移撥,0
移調,0
移轉,0.05
窒息,-0.09611355
窒息而死,-0.172713925
窒息狀態,-0.001943225
窒息噎,-0.030742367
窒悶,0
窒礙難行,-0.1597954
窒礙難行排除,-0.092233417
笨手,-0.31584225
笨手笨腳,-0.395421125
笨手笨腳地做,-0.364721667
笨拙,-0.35
笨拙,0
笨拙地說出,-0.14581826
笨拙的處理,-0.01029282
笨重,-0.1108326
笨蛋,-0.675
笨腳,-0.475
笨豬,-0.6
第9種子身分,0.159252983
第一,0.0040008
第一人,0.0327232
第一人選,0.0350517
第一手消息,0.05733252
第一份,0.0113452
第一名,0.0676225
第一好手,0.186421575
第一次,0.036000533
第一位,0
第一位,0
第一把交椅,0.00160032
第一步,0.0183514
第一流,0.062048767
第一要務,0.109082375
第一個,0.0026672
第一時間,0.02553015
第一高,0.2384476
第一高手,0.170914575
第一頭,0.286000533
第一優先,0.182818
符合,0
符合,0
符合要求,0.283556375
符合資格,0.3119055
粒狀,0
粗心,-0.032065
粗心大意,-0.11646285
粗劣,-0.7
粗劣,0
粗俗,-0.31391
粗厚,0
粗陋,-0.4
粗淺,0
粗野,-0.575
粗話,-0.3
粗製,-0.4
粗暴,-0.8
粗暴地,-0.618881833
粗魯,-0.4
粗魯地對待,-0.24524404
粗魯的人,-0.1569304
粗魯無禮,-0.187680175
粗魯無禮的人,-0.09640705
粗糙,-0.4
粗糙地,-0.352215167
絆倒,-0.475
絆腳石,-0.15
統一,0.0459992
統合,0
統合,0.425
統計,0.0424385
統稱,0
統獨,0
統籌承辦,0.0432945
紮好,0
紮實,0.38113745
細小,0
細心,0
細心,0.565104
細到,0
細則,0
細弱,0
細密,0.2876578
細部,0
細部,0.247169
細菌,-0.197169
細想,0
細碎,0
細節,0
細節,0
細語,0
細緻,0.297169
細緻優雅,0.4959029
細膩,0.2681876
紳士,0
組名,0
組成,0.3608607
組型,0
組建,0.05
組員,0
組群,0
組團,0
組對,0
累世,0
累犯,0
累死,0
累積,0.175
累積了,0.032592267
累贅,-0.275
終止,-0.3143376
終生,0
終生成就,0.22222125
終告,0
終決處分,-0.013730075
終身,0
終身成就,0.19695715
終使,0
終於,0.162271
終於等到,0.20279795
終致,0.22718
終能,0.25
終得解放,0.23589405
終結,0
終結,0
終歸是,0.044630933
缽子,0
羞怯,0
羞怯,0
羞怯怯,-0.1616725
羞於,-0.01511475
羞於,0
羞恥,-0.3999705
羞辱,-0.50238575
羞羞羞,-0.4547715
羞赧,-0.27738575
羞惱,-0.57738575
羞愧,-0.32738575
羞愧,0
羞慚,-0.27738575
羞慚恥辱,-0.36248525
羞澀,-0.27738575
習慣,0.0830536
習稱,0
聆聽,0
脫口,-0.3592602
脫口說出,-0.12274155
脫手,-0.12085125
脫臼,0
脫困,0.530009
脫序,-0.055009
脫身,0
脫俗,0.068919
脫胎,0
脫胎換骨,0.1025045
脫軌,-0.155009
脫軌行為,-0.017530725
脫帽致敬,0.2735855
脫節,-0.01917
脫落,-0.555009
脫穎而出,0.0073985
脫離,0
脫離,0
脫離了,-0.269264933
脫離常規,-0.17802625
脫離常規的人,-0.0899711
脫離聯邦,-0.2400045
脫韁,0
舂米,0
船失事,-0.2369442
船次,0
船位,0
船舶,0
船程,0
莫大遺憾,-0.10222505
莫不,0.3804674
莫名,-0.05543455
莫名其妙,-0.177717275
莫何奈何,-0.275
莫明,-0.3663301
莫明奇妙,-0.4911778
莫能,-0.25
莫衷一是,-0.0104996
莫過於,0.006888533
莊重,0.2391674
莊嚴,0
莊嚴,0.1680976
荼毒,-0.425
處..以罰金,-0.089235583
處不好,-0.003264833
處分,-0.1752803
處心積慮,-0.228871825
處以,-0.12576035
處以缺席裁判,-0.18973305
處以停權,-0.086977375
處以罰款,-0.175380175
處以警告,-0.182335175
處刑,-0.25732155
處決,-0.1404986
處於,0
處於,0.15494945
處於不利,-0.062978325
處於不利地位,-0.010229167
處於支配地位,-0.028586667
處務,0
處理,0
處理,0
處理不好,-0.202448625
處理不當,-0.14383515
處理好,0.4902431
處理得宜,0.464740525
處理善後,0.30071185
處處,0
處置,-0.15732155
處境艱難,-0.282047325
處罰,-0.23232155
蛇粉,0
蛇精,0
蛀牙,-0.2
蛀牙,0
蛀蝕,-0.225
蛀壞,-0.5
蛋洗,-0.375
蛋殼,0
被三振,-0.216666667
被分解,-0.066498833
被打,-0.6285213
被打敗,-0.685680867
被打碎,-0.702347533
被瓜分,-0.2619725
被危機所累,-0.24292512
被同意,0.117617867
被吃定了,-0.081224675
被曲解,-0.087859667
被污染,-0.55
被低估,-0.433333333
被判,0
被判,0
被判定,0.0108392
被判處,0.233840233
被判賠,0.195625867
被利用,-0.182863167
被告,-0.5
被吼叫著表達出來,-0.09095905
被弄死,-0.758373333
被弄髒,-0.55
被扼死,-0.491706667
被扼殺,-0.483333333
被扯破,-0.666666667
被抓,-0.35
被抑制,-0.2114019
被抑制狀態,-0.16684114
被刺痛,-0.679771933
被取代,-0.208538333
被奉為,-0.114056167
被忽略了,-0.1369442
被拒,-0.425
被放棄,-0.424037333
被放逐者,-0.19049745
被注視,0.250889167
被沾汙,-0.316666667
被狗吃,-0.393894833
被玩弄,-0.583333333
被玩弄的人,-0.31554432
被侵蝕,-0.516666667
被俘,-0.2199389
被孩子捆住,-0.35562056
被封殺,-0.483333333
被指,-0.2610324
被毒打一頓,-0.44300884
被炸,-0.35
被炸毀,-0.5
被看好,0.078457467
被砍傷,-0.716666667
被美化,-0.171409333
被迫,0
被迫,0
被迫分離,-0.558979375
被迫延後,-0.4875
被迫退出,-0.44898205
被迫退賽,-0.48357875
被迫停止,-0.4538882
被迫開放,0.2599114
被迫辭職,-0.32246945
被害,-0.675
被害人,-0.4146096
被害者,-0.446625933
被恐嚇,-0.633333333
被捕,-0.45
被浮渣覆蓋,-0.17
被迷住,-0.372517867
被停權,-0.1821296
被偷,-0.575
被勒死,-0.608373333
被動,-0.3789873
被動的貪汗,-0.27837348
被屠殺,-0.483333333
被強迫,0.436245533
被控,-0.4
被控犯罪,-0.6125
被控犯罪的人,-0.379620267
被控貪污,-0.5875
被掩飾,-0.216666667
被推翻,-0.370164
被排除,-0.1214063
被殺,-0.675
被淘汰,-0.116666667
被逐出,-0.203871067
被喜愛,0.4416738
被悶死,-0.72504
被發現,0.0756534
被盜用,-0.1681199
被絞死,-0.491706667
被視為,0.279659067
被詛咒,-0.266666667
被開除,-0.010584167
被傷害,-0.75
被幹走,-0.443190733
被愛,0.2125107
被損壞,-0.716666667
被當,-0.05045925
被補,-0.175
被誇大,-0.1397974
被雷打死,-0.63304065
被敲出,-0.170537733
被監禁,-0.433333333
被稱為,0.033002967
被罰鉅款,-0.225
被腐蝕,-0.45
被認同,0.0694108
被認為,0.029981767
被誤解,-0.254526333
被颱風尾掃到,-0.023067033
被撞及,-0.362314733
被撞死,-0.691706667
被撕破,-0.583333333
被撕裂,-0.55
被毆,-0.275
被毆打,-0.452347533
被毆致死,-0.23019
被潑水弄濕,-0.32574428
被碾碎,-0.466666667
被賦予,0.1219752
被踢出,-0.170537733
被瞞,-0.3
被選為,0.114056167
被遺棄,-0.483333333
被壓壞,-0.75
被戲弄,-0.446625933
被擊中,-0.490704
被擊出,-0.4372044
被擊落,-0.75
被擦模糊,-0.2375
被騙,-0.55
被騙走,-0.65
被議論,-0.316666667
被犧牲,-0.102654267
被譽為,0.094735233
被轟出,-0.2372044
被驅逐,-0.25
被驅逐的人,-0.11554432
被羈押,-0.216666667
袒胸,0
袒護,0
袒護,0
袒露,0
袖手,-0.01584225
袖手旁觀,-0.063378075
袋狀,0
規定,0
規定,0
規定不到,-0.0707209
規矩,0.1501455
規畫,0.1501455
規劃,0.0501455
規模太小,-0.20540855
規模最大,0.1191469
規模較大,0.0579699
規模擴大,0.0478477
規範,0.1501455
規避,-0.1000496
規避風險,0.1819172
訪問,0.1444218
訪遊,0
訝異,0
訝異,0
訝然,-0.0125365
許可,0.4736185
許多,0.487424
許多好手,0.432133975
許多佳績,0.293712
許多風險,-0.1118196
許配,0
設立,0.21883875
設立軍,0.149266567
設伏,-0.2289814
設伏地點,-0.203652075
設定,0
設法,0.0710186
設法改善,0.326292
設法取得,0.18642235
設計,-0.0134571
設限,-0.1539814
設圈套,-0.052654267
設陷阱,-0.269320933
設陷阱捕捉,-0.27159256
設想,0
設置,0.0789814
設攤,0
訟案,0
責任,0
責任,0
責任心,0.2292293
責任重大,0.130313125
責任感,0.204576367
責求,-0.0835264
責求嫌惡,-0.3542632
責怪,-0.4295256
責問,-0.2239474
責備,-0.046472
責備,0
責備話,-0.002352
責罵,-0.4545256
責罵不休,-0.3744515
責難,-0.4312897
責難萬分,-0.264114925
貫穿,0
貫徹,0.05
貫徹執行,0.01608665
貨郎,0
貨幣危機,-0.1036564
貨暢其流,0.007036175
貨樣,0
貪吃,-0.36584225
貪汙,-0.55
貪汙叛逃,-0.5625
貪污,-0.775
貪污受賄,-0.4545378
貪污腐化,-0.496443
貪求,-0.3540008
貪念,-0.3449389
貪玩,-0.55
貪財,-0.2498545
貪婪,-0.4
貪婪地吃,-0.2720825
貪婪地注視,-0.2718626
貪得,-0.0103664
貪得無厭,-0.214162575
貪欲,-0.625
貪圖,-0.45
貪腐,-0.625
貪嘴,0
貪瀆,-0.4
貪瀆醜聞,-0.35
貪贓枉法,-0.175
貪嗔,0
貧戶,0
貧乏,-0.5
貧困,-0.65
貧微,0
貧瘠,-0.275
貧窮,-0.525
赦免,0.14611355
軟化,0
軟化,0.0495525
軟弱,-0.4075615
軟弱,0
軟禁,-0.3825615
軟腳蝦,-0.121707667
軟管,0
這只是一個開始,-0.017780686
這麼多,0.124949333
這麼好,0.228457467
這麼快,0.175094167
這麼差,-0.266666667
這麼爛,-0.232255433
這廝,0
這樣做非常合理,0.179677743
逍遙法外,-0.075
通用,0.34495035
通向,0.0971302
通吃,0.13128795
通考,0
通行,0.3043035
通行無阻,0.056827625
通告廢除,-0.179989625
通車,0
通往,0.1681488
通知,0.4363243
通俗,0
通俗,0
通姦,-0.0221302
通姦行為,-0.106100325
通風,0
通宵,0
通病,0
通航,0
通商,0
通常,0.2209412
通貨膨脹,-0.0235651
通牒,-0.0971302
通路,0
通過,0.0254736
通暢,0.2721302
通碟,0
通敵,-0.1778698
通盤皆錯,-0.1514349
通膨,-0.1471302
通親,0
通關,0.3248483
通譯,0
逗得大樂,0.34211895
連10年獲分區冠軍,0.028466289
連二接三,0.04746945
連下,0.4199389
連上,0
連五莊,0.003374067
連天,0
連任,0
連收,0
連屁都不如,-0.18525412
連冠,0.0381147
連按,0
連拿,0.0050611
連根拔起,0.042475025
連破,-0.4449389
連動,0
連帶,0.0550611
連帶惡果,-0.17246945
連得,0.3446947
連接,0
連敗,0
連敗,0
連累,-0.2199389
連莊,0.0550611
連貫,0
連貫,0.0550611
連連勝利,0.3057984
連勝,0.3050611
連番,0
連結,0.2199389
連著,0
連搶,0.0449389
連署,0.0050611
連過三關,0.0699123
連奪,0.0327464
連摘,0.0449389
連稱殊榮,0.2318425
連戰皆捷,0.125288825
連戰皆敗,-0.350288825
連輸,-0.0699389
連鎖倒閉,-0.25996945
連闖,0.0449389
連闖四關,0.0413896
連繫,0.0050611
連贏,0.0050611
連贏四,0.029959267
連屬,0
連續,0.0050611
連續安打,0.01792505
連續虐待,-0.01132975
連續拿下,0.20996945
連霸,0.0449389
速食,0
速效,0
速率,0
速審,0
速寫,0
速戰速決,0.0039093
逝世,0
逐一,0
逐出,-0.0808066
逐出,0
逐出教會,-0.06562795
逐年下降,-0.34746945
逐利,0.2014746
逐步,0.0684721
逐步上揚,0.114003175
逐步交出,0.04963935
逐步走強,0.2864202
逐步推展,0.02435905
逐步推動,0.1263527
逐步落實,0.068667325
逐步實現,0.203624525
逐步撤除,0.012790775
逐步確立,0.252174025
逐步縮小,-0.36221285
逐步縮減,-0.297928925
逐步趨堅,0.110361
逐步擴大,0.0114611
逐步釋出,3.61E-04
逐冠,0.0669464
逐條,0
逐漸,0.15
逐漸下滑,-0.2769907
逐漸上揚,0.073239225
逐漸升高,0.1308361
逐漸出現,0.01811145
逐漸回升,0.175
逐漸好轉,0.0963431
逐漸式微,-0.033551425
逐漸成為,0.121878925
逐漸走強,0.32718415
逐漸拉平,1.06E-04
逐漸恢復,0.0930162
逐漸消失,0.2914696
逐漸消耗,-0.1164696
逐漸強大,0.0919092
逐漸習慣,0.0334732
逐漸發展,0.0415319
逐漸進行,0.17595785
逐漸開始,0.0168834
逐漸解凍,0.02160525
逐漸遞減,-0.188692875
逐漸增加,0.02720495
逐漸調整,0.112769125
逐漸適應,0.1415268
逐漸顯現,0.00270815
逐離,-0.525
逕自,-0.0829737
逕自,0
逕行,-0.1571733
逞威,-0.1184388
逞威風,0
逞威風,0
逞強,-0.1293683
造反,-0.4414285
造句,0
造列,0
造成,0.3694322
造成一大打擊,-0.147513333
造成危害,-0.2152839
造成困擾,-0.1902839
造成更大壓力,-0.0795626
造成爭議,-0.046023225
造成重大傷害,-0.098616833
造成破壞,-0.2652839
造成傷害,-0.2652839
造成損失,-0.2402839
造成損害,-0.2402839
造成影響,-0.1597161
造成錯覺,-0.1083006
造成嚴重,-0.3383486
造酒,0
造假,-0.3914285
造船,0
造訪,0
造就,0.0416251
造詣,0.0585715
造福,0.2085715
造福社會,0.1998077
造謠,-0.0414285
造謠中傷,-0.27624225
透不過氣來,-0.21723884
透明,0.4087686
透明化,0.3105884
透明度更高,0.28717612
透過,0.1801653
透露,0
透露,0
逢此厄難,-0.20088205
逢迎諂媚,-0.025
逢敵手,-0.227228167
逛街,0
部分錯誤,-0.458979375
部隊,0
部署,0
都不客氣,-0.1399391
都不是,-0.253644933
都不相信,-0.09219125
都不能,-0.0203116
都不關心,-0.08259285
都可,0.2236185
都可以,0.103453133
都可能,0.349079
都未,-0.35
都在,0.076052
都有,0.2578135
都有可能,0.390716
都有錯,-0.094791
都希望,0.243443133
都沒,-0.35
都沒有,-0.061457667
都長,0
都是,0.05
都是問題,-0.1152271
都能,0.3
都記住,0.202834133
都無益,-0.004694167
都會,0.1910439
都會有,0.299238267
都滿意,0.322579733
都需要,0.097409033
都應,0.0330536
酗酒,-0.1
野心,-0.092935
野心,0
野史,0
野味,0
野性,-0.2039814
野食,0
野宴,0
野狼,0
野草,-0.325
野莽,0
野塘,0
野豬,0
野獸,-0.275
